Title,Year,Architects,Product,Category,Image
Mercedes Benz Showroom / Kristin Jarmund Architects,2008,Kristin Jarmund Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5010/0e15/28ba/0d42/2200/0788/newsletter/stringio.jpg?1361407718
House on a Slope / Dellekamp Arquitectos,2008,Dellekamp arquitectos,GlassHybrid,Houses,https://images.adsttc.com/media/images/5010/1d64/28ba/0d42/2200/0bbd/medium_jpg/stringio.jpg?1414337412
Muritzeum / Wingardh,2008,Wing?ïrdh Arkitektkontor,GlassHybrid,Others,https://images.adsttc.com/media/images/5010/190e/28ba/0d42/2200/0a7e/newsletter/stringio.jpg?1414038426
Campus Restaurant and Event Space / Barkow Leibinger,2008,Barkow Leibinger Architects - Frank Barkow & Regine Leibinger,GlassHybrid,Others,https://images.adsttc.com/media/images/5010/1b3b/28ba/0d42/2200/0b21/newsletter/stringio.jpg?1419443748
Arreletes Day Care Centre / Xavier Vilalta Studio,2009,Xavier Vilalta Studio,GlassHybrid,Others,https://images.adsttc.com/media/images/500f/1859/28ba/0d0c/c700/1aac/newsletter/stringio.jpg?1414025411
Parr House / Pezo von Ellrichshausen,2009,"Pezo von von Ellrichshausen Architects - Mauricio Pezo, Sofia von Ellrichshausen",GlassHybrid,Houses,https://images.adsttc.com/media/images/500f/1979/28ba/0d0c/c700/1af3/newsletter/stringio.jpg?1414331175
Skansen Residences / Dorte Mandrup,2009,Dorte Mandrup Arkitekter,GlassHybrid,Houses,https://images.adsttc.com/media/images/500d/c029/28ba/0d66/2500/11ef/newsletter/stringio.jpg?1414391070
"Offices building in Barcelona / Map Architect, Josep Lluis Mateo",2009,"Map Architect, Josep Lluis Mateo",GlassHybrid,Offices,https://images.adsttc.com/media/images/500e/03b3/28ba/0d66/2500/204a/newsletter/stringio.jpg?1414396209
Montecito Residence / OSKA Architects,2009,Olson Sundberg Kundig Allen Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/500e/00f1/28ba/0d66/2500/1faf/newsletter/stringio.jpg?1414065922
Wintergarden at the Northern Club / Fearon Hay Architects,2009,Fearon Hay Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/80a5/28ba/0d70/4200/0dcb/newsletter/stringio.jpg?1414422345
Nok Sung Hun / IROJE KHM Architects,2009,IROJE KHM Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5011/894c/28ba/0d70/4200/0fef/newsletter/stringio.jpg?1414934184
SUM La Candida / Adamo-Faiden,2009,Adamo-Faiden,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/87b6/28ba/0d70/4200/0f87/newsletter/stringio.jpg?1361399520
Armann Sports Club / PK Arkitektar,2009,PK Arkitektar ehf,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/856b/28ba/0d70/4200/0ef7/newsletter/stringio.jpg?1361409108
Emergency Terminal / Produkcija 004,2009,Produkcija 004Location,GlassHybrid,Offices,https://images.adsttc.com/media/images/5011/92f6/28ba/0d70/4200/1248/newsletter/stringio.jpg?1414931970
Siauliai Arena / E. Miliuno studija + Dvieju Grupe,2009,E.Miliuno studija / Dvieju Grupe,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/9154/28ba/0d70/4200/11e1/newsletter/stringio.jpg?1414473311
2 + 2 Houses / TANK Architectes,2009,TANK Architectes / Olivier Camus & Lyd?©ric Veauvy,GlassHybrid,Houses,https://images.adsttc.com/media/images/5011/9749/28ba/0d70/4200/134b/newsletter/stringio.jpg?1414059299
IFAW Headquarters / DesignLAB,2009,Design,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/dcb0/28ba/0d42/7800/00dc/newsletter/stringio.jpg?1414026429
The Cooper Union for the Advancement of Science and Art / Morphosis Architects,2009,Morphosis,GlassHybrid,Others,https://images.adsttc.com/media/images/5011/e774/28ba/0d5f/4c00/032c/newsletter/stringio.jpg?1414037538
Schloss Lackenbach / AllesWirdGut Architektur,2010,Alles,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5008/5e44/28ba/0d50/da00/0259/newsletter/stringio.jpg?1414059757
Alaska Building / KOW,2010,KOW,GlassHybrid,Offices,https://images.adsttc.com/media/images/5012/2601/28ba/0d33/b200/016d/newsletter/stringio.jpg?1414044010
Panoramic Garden of CCIS / SADAR + VUGA,2010,SADAR + VUGA,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5008/81ff/28ba/0d50/da00/0c8b/newsletter/stringio.jpg?1361399332
Rosa Muerta / Robert Stone,2010,Robert Stone,GlassHybrid,Houses,https://images.adsttc.com/media/images/5012/3010/28ba/0d3d/ae00/00c8/newsletter/stringio.jpg?1414282054
Kowalewski Residence / Belmont Freeman Architects,2010,Belmont Freeman Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5008/905f/28ba/0d50/da00/1031/newsletter/stringio.jpg?1424020366
Grand Canal Theatre / Studio Libeskind,2010,Studio Libeskind,GlassHybrid,Others,https://images.adsttc.com/media/images/5008/a3fb/28ba/0d50/da00/14e5/newsletter/stringio.jpg?1414376028
Abengoa Tecnological Campus Palmas Altas / RSH+P + Vidal y Asociados arquitectos,2010,Rogers Stirk Harbour + Partners & Vidal y Asociados arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5008/b39f/28ba/0d50/da00/1869/newsletter/stringio.jpg?1414377187
Old Mutual Central Campus / Perry + Anderson Architecture,2010,Perry + Anderson Architecture / Glen Loudon Architect,GlassHybrid,Others,https://images.adsttc.com/media/images/5008/f0c8/28ba/0d27/a700/0de2/newsletter/stringio.jpg?1414048211
BAC Doering Center / Spillman Farmer Architects,2010,Spillman Farmer Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5008/fd7a/28ba/0d27/a700/1125/newsletter/stringio.jpg?1375395135
Metropol Hotel / Chalupa Architekti  + d u m Architekti,2010,Chalupa architekti & d u m architekti,GlassHybrid,Others,https://images.adsttc.com/media/images/5008/f9bf/28ba/0d27/a700/103e/medium_jpg/stringio.jpg?1418234800
Glass House / Unit Arkitektur AB,2010,Unit Arkitektur AB,GlassHybrid,Houses,https://images.adsttc.com/media/images/5009/0b38/28ba/0d27/a700/14a2/newsletter/stringio.jpg?1414382279
AD Classics: AD Classics: IIT Master Plan and Buildings / Mies van der Rohe,2010,Mies van der Rohe,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/ddce/28ba/0d59/9b00/0083/newsletter/stringio.jpg?1414027242
AD Classics: John Hancock Center / SOM,2010,SOM,GlassHybrid,Offices,https://images.adsttc.com/media/images/5037/e49f/28ba/0d59/9b00/02c2/newsletter/stringio.jpg?1414425994
Museion in Bozen / Studio KSV,2010,Studio KSV,GlassHybrid,Museum,https://images.adsttc.com/media/images/5012/a7cc/28ba/0d14/7d00/01e2/medium_jpg/stringio.jpg?1419020659
Hundred Foot House / Ogrydziak Prillinger Architects,2010,Ogrydziak Prillinger Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5012/b438/28ba/0d14/7d00/055e/newsletter/stringio.jpg?1414025011
Hegau Tower / Murphy Jahn,2010,Murphy Jahn,GlassHybrid,Others,https://images.adsttc.com/media/images/5038/338d/28ba/0d59/9b00/13b6/medium_jpg/stringio.jpg?1361415862
Infrax West Officess / Crepain Binst Architecture,2010,Crepain Binst Architecture,GlassHybrid,Offices,https://images.adsttc.com/media/images/5012/e439/28ba/0d06/5800/03f5/newsletter/stringio.jpg?1414579837
1999 K Street / Murphy Jahn,2010,Murphy Jahn,GlassHybrid,Offices,https://images.adsttc.com/media/images/5038/3333/28ba/0d59/9b00/13a7/medium_jpg/stringio.jpg?1414200565
AD Classics: Le Grande Louvre / I.M. Pei,2010,I.M. Pei,GlassHybrid,Museum,https://images.adsttc.com/media/images/52bd/fa1c/e8e4/4eb7/6400/0043/newsletter/louvre_pb.jpg?1388182038
Art Stable / Olson Kundig Architects,2010,Olson Kundig Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/0d2a/28ba/0d06/5800/0dbb/medium_jpg/stringio.jpg?1414496981
Prism Contemporary Art Gallery / P-A-T-T-E-R-N-S,2010,P-A-T-T-E-R-N-S,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/0b9b/28ba/0d06/5800/0d76/newsletter/stringio.jpg?1414581067
Beirut Exhibition Center / L.E.FT,2010,L.E.FT,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/1453/28ba/0d06/5800/0f60/newsletter/stringio.jpg?1414580770
Amaj Darman Project / Kourosh Rafiey,2010,Kourosh Rafiey,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/47a9/28ba/0d0e/f000/0aa8/newsletter/stringio.jpg?1414563691
Kangan Batman Institute / Lyons,2010,Lyons,GlassHybrid,Others,https://images.adsttc.com/media/images/5013/45c0/28ba/0d0e/f000/0a2f/newsletter/stringio.jpg?1414563763
AD Classics: United States Courthouse / Richard Meier & Partners,2011,Richard Meier & Partners,GlassHybrid,Others,https://images.adsttc.com/media/images/5037/fd9e/28ba/0d59/9b00/07c2/newsletter/stringio.jpg?1361415420
Porchdog House / Marlon Blackwell Architect,2011,Marlon Blackwell Architect,GlassHybrid,Houses,https://images.adsttc.com/media/images/5007/4dda/28ba/0d41/4800/1c01/newsletter/stringio.jpg?1414448796
Blue Ridge Farmhouse Addition / Robert Gurney Architect,2011,Robert Gurney Architect,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/4d7a/28ba/0d41/4800/1bef/newsletter/stringio.jpg?1414044592
Pasadena Water and Power / Gonzalez Goodale Architects,2011,Gonzalez Goodale Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/4efe/28ba/0d41/4800/1c36/newsletter/stringio.jpg?1414000022
Ford Assembly Building / Marcy Wong Donn Logan Architects,2011,Marcy Wong Donn Logan Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/6871/28ba/0d41/4800/21f4/newsletter/stringio.jpg?1414451157
Brent Knoll / March Studio,2011,March Studio,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/624f/28ba/0d41/4800/20a1/newsletter/stringio.jpg?1414450359
KNOCK Inc. / Julie Snow Architects,2011,"Julie Snow Architects, Inc.Location",GlassHybrid,Renovation,https://images.adsttc.com/media/images/5007/765b/28ba/0d41/4800/2533/newsletter/stringio.jpg?1414452216
Center for Urban Waters / Perkins+Will,2011,Perkins + Will,GlassHybrid,Others,https://images.adsttc.com/media/images/5007/7025/28ba/0d41/4800/23a2/newsletter/stringio.jpg?1414451724
San Francisco Museum of Modern Art Rooftop Garden / Jensen Architects/Jensen & Macy Architects,2011,Jensen Architects/Jensen & Macy Architects,GlassHybrid,Museum,https://images.adsttc.com/media/images/5013/8cc3/28ba/0d15/0700/0826/newsletter/stringio.jpg?1430879830
Visitors And Interpretation Pavilion / ZIP & BDX Studio,2011,"ZIP & BDX Studio - Marius Calin, Roxana Rosca",GlassHybrid,Others,https://images.adsttc.com/media/images/5013/95ba/28ba/0d39/6300/01f0/newsletter/stringio.jpg?1361420830
Schmuck House / Gangoly & Kristiner Architekten,2011,Gangoly & Kristiner Architekten ZT Gmb,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/e17e/28ba/0d3b/4500/0262/newsletter/stringio.jpg?1361413350
Michelet 50 / Dellekamp Arquitectos,2011,Dellekamp Arquitectos - Derek Dellekamp,GlassHybrid,Houses,https://images.adsttc.com/media/images/5013/f6e1/28ba/0d3b/4500/08db/medium_jpg/stringio.jpg?1361413423
Dolbeau-Mistassini Theatre / Jodoin Lamarre Pratte + Paul Laurendeau Architecte,2011,"Paul Laurendeau Architecte, Jodoin Lamarre Pratte",GlassHybrid,Others,https://images.adsttc.com/media/images/5014/1b4a/28ba/0d3b/4500/1181/newsletter/stringio.jpg?1361456250
The Yellow Diamond / Jun Mitsui & Associates Architects + UnSangDong Architects,2011,Jun Mitsui & Associates Architects + Unsangdong Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/2549/28ba/0d3b/4500/13f6/medium_jpg/stringio.jpg?1427159433
EDF Archives Centre / LAN Architecture,2011,LAN Architecture,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/2aa1/28ba/0d3b/4500/1534/newsletter/stringio.jpg?1414398936
Centre Of Theology And Ministry / Williams Boag Architects,2011,Williams Boag architects Pty Ltd,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/1f21/28ba/0d3b/4500/127b/newsletter/stringio.jpg?1414401989
British Embassy / Tony Fretton Architects,2011,Tony Fretton Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/321f/28ba/0d5b/4900/0178/newsletter/stringio.jpg?1414501329
225 North Fourth Lofts / Jonathan Barnes Architecture and Design,2011,Jonathan Barnes Architecture and Design,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/3d4a/28ba/0d5b/4900/0495/medium_jpg/stringio.jpg?1414221707
Desert House / Circle West Architects,2011,Circle West Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/302f/28ba/0d5b/4900/00f4/newsletter/stringio.jpg?1414466994
DOX / K-architectures,2011,K-architectures,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/3747/28ba/0d5b/4900/02db/newsletter/stringio.jpg?1414501436
The Gardiner Museum / KPMB Architects,2011,KPMB Architects,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5014/50ee/28ba/0d5b/4900/09a2/newsletter/stringio.jpg?1429424412
University of Oregon John E. Jaqua Academic Center for Student Athletes / ZGF Architects,2011,"Zimmer Gunsul Frasca Architects, LLP",GlassHybrid,Others,https://images.adsttc.com/media/images/5014/697e/28ba/0d5b/4900/0fd7/newsletter/stringio.jpg?1361425229
Newmarket Operations Centre / RDH Architects,2011,RDH Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/7862/28ba/0d5b/4900/134e/newsletter/stringio.jpg?1414468386
Seven17 Bourke Street / Metier3 Architects,2011,Metier3 Architects - Blair Lang,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/5f95/28ba/0d5b/4900/0d6d/newsletter/stringio.jpg?1417516809
Hidden Valley / Marmol Radziner Prefab,2011,Marmol Radziner Prefab,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/8d57/28ba/0d39/5000/04fb/newsletter/stringio.jpg?1414398421
Mode Gakuen Cocoon Tower / Tange Associates,2011,Tange Associates,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/80a8/28ba/0d39/5000/01e3/medium_jpg/stringio.jpg?1414010346
15 Union Square West / ODA Architecture  + Perkins Eastman Architects,2011,"ODA Architecture, Perkins Eastman Architects",GlassHybrid,Others,https://images.adsttc.com/media/images/5014/89d9/28ba/0d39/5000/0427/medium_jpg/stringio.jpg?1429026895
Engineering College Korea Polytechnic VI / Baum Architects,2011,Baum Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/98e5/28ba/0d39/5000/07f0/newsletter/stringio.jpg?1414417039
Lucky Drops / Atelier Tekuto,2011,Atelier Tekuto,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/aba3/28ba/0d39/5000/0c56/medium_jpg/stringio.jpg?1414223535
Topographic House / MiAS Arquitectes,2011,Mi,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/9516/28ba/0d39/5000/06ff/newsletter/stringio.jpg?1361421266
Times Square / JUNGLIM Architecture,2011,JUNGLIN Architecture,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/7a86/28ba/0d39/5000/0027/medium_jpg/stringio.jpg?1414070033
Venice House / Daly Genik Architects,2011,Daly Genik Architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/bedf/28ba/0d58/2800/01ee/medium_jpg/stringio.jpg?1417079591
Erie Art Museum / EDGE Studio,2011,EDGE Studio,GlassHybrid,Museum,https://images.adsttc.com/media/images/5014/d1c5/28ba/0d58/2800/06da/newsletter/stringio.jpg?1414581895
Containers of Hope / Benjamin Garcia Saxe Architecture,2011,Benjamin Garcia Saxe Architecture,GlassHybrid,Houses,https://images.adsttc.com/media/images/5014/b9b2/28ba/0d58/2800/0069/newsletter/stringio.jpg?1361425905
Hotel Americano / TEN Arquitectos,2011,Ten Arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/d76d/28ba/0d58/2800/083b/newsletter/stringio.jpg?1361420424
The Wild Beast / Hodgetts + Fung Design and Architecture,2011,Hodgetts + Fung Design and Architecture,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/08a9/28ba/0d58/2800/12cb/newsletter/stringio.jpg?1414474156
Noain City Hall / Zon-e Arquitectos,2011,Zon-e Arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5014/fe1a/28ba/0d58/2800/1091/newsletter/stringio.jpg?1414064415
Family House / Architectural Bureau G.Natkevicius & Partners,2011,Architectural Bureau G.Natkevicius & Partners,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/0dd6/28ba/0d58/2800/13ae/newsletter/stringio.jpg?1361419765
20th St. Officess / Belzberg Architects,2011,Belzberg Architects,GlassHybrid,Offices,https://images.adsttc.com/media/images/5015/18a1/28ba/0d02/f000/018d/newsletter/stringio.jpg?1414459721
Wurth House in Wormeldange / HVP,2011,Hermann & Valentiny and Partners (HVP)Location,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/408a/28ba/0d02/f000/09ec/medium_jpg/stringio.jpg?1414222507
Norman Y. Mineta San Jose International Airport Terminal B / Fentress Architects,2011,Fentress Architects,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/42ab/28ba/0d02/f000/0a52/newsletter/stringio.jpg?1414028903
Sonoma Barn / Michael Hennessey Architecture,2011,Michael Hennessey Architecture,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5015/4b3e/28ba/0d02/f000/0bf7/newsletter/stringio.jpg?1414411528
Tramway / Vibe Design Group,2011,Vibe Design Group,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/56cd/28ba/0d02/f000/0e38/newsletter/stringio.jpg?1414219744
Duranes Elementary School / Baker Architecture + Design,2011,Baker Architecture + Design,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/376c/28ba/0d02/f000/07f4/newsletter/stringio.jpg?1414481796
Trollwall Restaurant and Service / RRA,2011,RRA,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/6a03/28ba/0d02/f000/11f3/newsletter/stringio.jpg?1414077172
A.M.A. Headquarters / Rafael de La-Hoz Arquitectos,2011,Rafael de La-Hoz Arquitectos,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/72de/28ba/0d02/f000/1394/newsletter/stringio.jpg?1361427355
University of Arizona James E. Rogers College of Law Renovation / Gould Evans,2011,Gould Evans,GlassHybrid,Renovation,https://images.adsttc.com/media/images/5015/64c4/28ba/0d02/f000/10e7/newsletter/stringio.jpg?1414057607
Panther Lake Elementary School / DLR Group,2011,DLR Group,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/2e82/28ba/0d02/f000/0614/newsletter/stringio.jpg?1417960146
University of Arizona Poetry Center / Line and Space,2011,Line and Space,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/734a/28ba/0d02/f000/13a4/newsletter/stringio.jpg?1414407622
Helena House / StudioMET,2011,Studio,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/81c5/28ba/0d02/f000/162b/newsletter/stringio.jpg?1361413230
Computer History Museum / Mark Horton - Architecture,2011,Mark Horton - Architecture,GlassHybrid,Museum,https://images.adsttc.com/media/images/5015/7719/28ba/0d02/f000/144e/newsletter/stringio.jpg?1414479789
Embedded House / HOLODECK architects,2011,HOLODECK architects,GlassHybrid,Houses,https://images.adsttc.com/media/images/5015/8621/28ba/0d5a/4b00/0070/newsletter/stringio.jpg?1414592137
Chicony Plaza / Goettsch Partners,2011,Goettsch Partners,GlassHybrid,Others,https://images.adsttc.com/media/images/5015/8999/28ba/0d5a/4b00/0139/medium_jpg/stringio.jpg?1361418727
